age,height_cm,weight_kgs,nationality,overall_rating,potential,wage,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,club_team,club_rating,club_position,club_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,position_first,position_second,position_third,upper_work_rate,down_work_rate,num_of_work_rate,value
28,1.7526,74.8,57,73,73,0.052863436,1,2,4,2,5,0.026963716,306,75,28,25,68,40,58,72,61,68,59,50,62,72,75,69,77,70,79,79,63,74,64,65,76,73,49,60,51,68,76,75,74,11,10,7,8,13,63,63,63,66,65,65,65,66,66,66,66,67,68,68,68,67,74,73,73,73,74,74,73,73,73,74,10,2,0,2,3,0.666666667,3200000
33,1.5494,78.9,108,66,66,0.002202643,1,1,3,3,5,0.002908097,434,65,28,14,63,60,61,65,59,65,64,62,65,66,64,66,73,70,76,74,62,70,71,65,69,58,68,65,60,69,54,46,41,14,11,14,9,6,67,67,67,67,67,67,67,67,67,67,67,67,66,66,66,67,61,62,62,62,61,60,59,59,59,60,4,0,0,1,1,1,475000
20,1.8796,69.9,118,53,66,0,1,1,3,2,3,0.001131205,571,57,19,20,48,42,56,55,43,43,43,52,53,50,50,51,48,57,28,54,52,72,66,53,63,58,44,44,53,50,50,57,52,10,12,9,6,6,51,51,51,50,50,50,50,50,50,50,50,51,54,54,54,51,56,57,57,57,56,56,58,58,58,56,4,3,0,3,1,3,110000
27,1.8542,78.9,18,72,74,0.033039648,1,1,2,2,5,0.030967981,243,75,2,20,67,58,70,76,51,67,63,43,66,72,60,61,61,63,57,76,65,70,67,78,79,76,60,53,55,56,69,77,71,11,7,9,6,12,67,67,67,67,67,67,67,67,67,67,67,67,69,69,69,67,72,73,73,73,72,72,73,73,73,72,2,5,0,2,1,2,3100000
23,1.524,68,147,72,80,0.011013216,1,1,5,3,3,0.038475977,167,69,19,10,68,60,66,71,55,71,77,73,67,72,80,79,74,73,74,79,78,88,68,73,78,66,66,69,66,72,65,67,60,12,7,12,8,7,71,71,71,72,72,72,72,72,72,72,72,73,72,72,72,73,72,71,71,71,72,72,69,69,69,72,4,3,0,3,3,1,4500000
22,1.8288,78,13,71,78,0.024229075,1,1,4,3,5,0.026463183,158,75,28,21,80,48,67,70,28,69,32,37,74,71,74,77,64,66,59,78,74,79,74,67,69,66,69,64,45,69,67,73,74,9,6,12,9,9,67,67,67,70,69,69,69,70,69,69,69,72,71,71,71,72,74,72,72,72,74,74,72,72,72,74,11,10,6,1,3,0.333333333,3300000
29,1.524,73.9,131,68,68,0.00660793,1,1,4,3,5,0.005440794,288,71,28,17,71,62,58,68,43,69,70,52,56,70,73,80,77,62,79,49,58,73,62,58,59,60,61,42,58,62,56,65,67,14,13,7,14,9,64,64,64,68,65,65,65,68,65,65,65,68,63,63,63,68,69,64,64,64,69,68,64,64,64,68,10,6,0,1,3,0.333333333,700000
24,1.9304,84.8,28,53,60,0,1,1,2,1,5,0.000640682,146,63,21,12,12,10,13,24,9,13,12,13,23,11,26,30,35,52,24,20,39,28,63,8,29,7,8,28,11,52,15,14,12,55,49,50,48,56,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,60000
23,1.6764,69.9,13,70,76,0.019823789,1,1,4,3,7,0.020456786,486,73,23,99,63,68,28,68,66,78,78,67,53,76,87,78,85,64,91,76,78,53,56,71,50,16,66,55,57,63,18,17,20,11,6,16,12,16,68,68,68,73,72,72,72,73,71,71,71,71,61,61,61,71,50,45,45,45,50,46,36,36,36,46,7,11,4,3,2,1.5,2400000
22,1.8542,74.8,13,68,75,0.00660793,1,1,3,3,3,0.010446125,513,67,28,10,66,64,47,69,46,71,62,66,62,69,66,69,68,64,68,75,67,64,58,72,66,45,62,65,52,62,42,57,52,13,10,10,8,14,66,66,66,69,68,68,68,69,69,69,69,68,66,66,66,68,62,60,60,60,62,60,56,56,56,60,11,1,7,3,3,1,1300000
28,1.524,69.9,135,70,70,0.008810573,1,1,3,3,3,0.010446125,557,70,17,18,64,56,73,69,53,66,59,52,65,70,74,74,72,69,74,65,86,82,69,54,70,63,68,65,43,68,64,70,67,13,9,7,8,12,68,68,68,68,68,68,68,68,68,68,68,70,69,69,69,70,70,70,70,70,70,71,70,70,70,71,10,6,0,3,3,1,1400000
31,1.8288,77.1,144,68,68,0.013215859,1,1,3,2,5,0.006942394,26,70,8,88,58,25,57,66,27,58,32,27,65,61,54,53,56,52,48,48,73,66,81,29,54,74,28,31,47,54,68,70,70,14,10,9,13,6,48,48,48,51,48,48,48,51,50,50,50,54,56,56,56,54,65,67,67,67,65,66,69,69,69,66,1,10,0,3,3,1,675000
25,1.8542,74.8,147,65,70,0.002202643,1,1,2,2,3,0.004664968,497,69,28,13,49,36,63,61,35,58,49,33,57,61,65,65,59,62,62,50,73,68,73,39,69,61,56,57,43,63,64,63,59,11,15,8,15,7,56,56,56,57,57,57,57,57,58,58,58,59,60,60,60,59,62,64,64,64,62,63,66,66,66,63,1,3,0,2,3,0.666666667,600000
19,1.524,64.9,57,59,75,0.002202643,1,1,3,2,5,0.003308524,481,79,21,34,47,38,60,67,37,52,47,39,53,61,68,55,69,51,74,49,54,59,52,41,62,60,39,48,48,50,54,57,58,12,12,7,8,8,52,52,52,54,53,53,53,54,55,55,55,55,56,56,56,55,59,59,59,59,59,59,59,59,59,59,2,2,0,3,3,1,290000
29,1.9304,88.9,9,66,66,0.002202643,1,1,2,1,5,0.003018214,577,65,5,1,15,7,10,19,6,13,14,10,18,23,52,49,53,64,50,23,67,32,69,13,35,21,14,40,11,36,8,13,12,67,62,54,65,67,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,425000
32,1.7526,72.1,79,72,72,0.022026432,1,1,4,3,3,0.017954121,634,70,13,30,49,69,76,68,70,67,46,55,55,77,75,69,80,68,75,69,68,69,66,70,74,34,77,76,71,73,26,21,23,16,12,9,7,10,73,73,73,71,73,73,73,71,73,73,73,70,67,67,67,70,53,53,53,53,53,50,48,48,48,50,14,0,0,1,2,0.5,2800000
25,1.5494,76.2,17,65,69,0.002202643,1,1,3,3,3,0.004930251,469,67,0,17,64,60,52,71,61,66,62,70,66,67,71,68,70,62,66,68,61,70,63,70,53,42,64,62,52,64,53,52,51,12,11,9,8,15,65,65,65,67,67,67,67,67,68,68,68,68,66,66,66,68,62,60,60,60,62,60,56,56,56,60,4,0,0,3,3,1,700000
22,1.7526,71.2,122,53,62,0.002202643,1,1,3,2,5,0.000770821,37,66,0,14,36,60,57,50,35,47,39,30,36,55,52,54,55,49,79,46,61,59,46,53,30,15,50,46,63,44,17,19,14,13,6,9,7,6,54,54,54,52,53,53,53,52,52,52,52,51,47,47,47,51,38,36,36,36,38,37,33,33,33,37,14,0,0,3,2,1.5,90000
21,1.5494,77.1,131,63,71,0,1,1,3,2,5,0.004214488,9,69,21,27,34,22,68,42,30,33,32,36,35,37,64,62,42,52,48,41,69,64,68,26,52,63,26,36,49,44,63,70,68,6,12,14,11,9,42,42,42,40,40,40,40,40,39,39,39,42,43,43,43,42,56,55,55,55,56,59,64,64,64,59,1,0,0,2,3,0.666666667,475000
39,1.6764,72.1,53,69,69,0.008810573,1,2,3,3,5,0.003188396,200,72,28,15,69,61,49,74,58,64,64,70,71,71,33,38,46,73,78,72,40,34,57,67,80,78,62,70,60,72,72,74,70,6,11,7,14,16,63,63,63,64,66,66,66,64,67,67,67,64,70,70,70,64,66,72,72,72,66,66,70,70,70,66,4,0,0,3,1,3,325000
26,1.7526,73.9,116,72,73,0,0,1,2,3,3,0.041479175,201,72,23,92,81,65,51,68,41,72,80,75,71,72,82,78,83,62,82,67,79,72,57,62,52,46,63,70,50,63,35,41,42,8,10,15,10,9,67,67,67,73,70,70,70,73,71,71,71,73,68,68,68,73,63,58,58,58,63,60,51,51,51,60,11,0,0,1,3,0.333333333,3700000
24,1.905,82.1,131,62,68,0,1,1,3,1,5,0.002562729,125,61,5,26,12,9,13,28,9,5,11,14,27,12,20,25,25,55,27,21,35,26,60,5,22,17,5,36,11,40,12,12,11,63,61,60,59,64,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,300000
31,1.5494,73.9,76,66,66,0,1,1,3,3,3,0.004785096,147,68,28,19,39,71,67,64,56,64,41,47,42,67,55,54,58,55,60,65,71,55,61,61,46,25,68,55,69,63,21,27,25,15,10,7,7,12,66,66,66,62,65,65,65,62,63,63,63,60,57,57,57,60,45,45,45,45,45,43,43,43,43,43,14,0,0,1,2,0.5,625000
25,1.524,73.9,103,66,69,0.00660793,1,1,3,3,3,0.023071754,230,66,28,17,53,59,57,57,58,65,64,42,54,66,88,91,81,61,71,59,73,64,63,58,48,42,66,63,53,68,31,40,42,11,15,12,14,16,65,65,65,67,67,67,67,67,66,66,66,66,60,60,60,66,57,53,53,53,57,56,50,50,50,56,11,0,0,3,3,1,825000
26,1.8288,67.1,44,64,66,0.004405286,1,1,2,2,3,0.023071754,142,62,28,25,45,40,59,63,38,58,41,37,61,62,62,58,69,60,64,52,78,79,70,44,67,59,44,61,45,53,60,62,61,9,12,10,8,9,55,55,55,57,57,57,57,57,59,59,59,59,62,62,62,59,62,64,64,64,62,62,64,64,64,62,2,0,0,3,1,3,450000
23,1.8542,73,44,66,72,0.028634361,1,1,3,2,3,0.009445059,670,69,21,44,31,65,54,58,57,63,49,30,33,61,90,94,78,61,59,64,70,69,65,61,28,23,64,57,55,56,22,23,15,11,8,15,8,8,66,66,66,65,66,66,66,65,64,64,64,63,55,55,55,63,47,42,42,42,47,45,39,39,39,45,14,8,0,3,2,1.5,900000
30,1.8542,74.8,74,71,71,0.011013216,1,1,4,3,3,0.017453588,168,70,12,9,66,68,59,70,64,76,78,66,56,68,79,65,87,71,65,75,63,74,64,69,67,61,70,69,65,72,60,66,59,13,8,8,13,6,71,71,71,72,72,72,72,72,72,72,72,71,69,69,69,71,68,67,67,67,68,67,65,65,65,67,7,0,0,3,3,1,2300000
18,1.524,69.9,108,56,76,0,1,1,3,2,3,0.002077212,620,63,28,34,46,48,33,51,46,59,47,44,44,62,80,80,67,43,71,51,59,58,44,39,35,30,42,50,53,48,49,30,39,10,7,9,15,11,52,52,52,57,55,55,55,57,55,55,55,57,50,50,50,57,50,45,45,45,50,49,42,42,42,49,11,7,0,3,3,1,190000
27,1.8288,81.2,18,63,63,0.004405286,0,1,2,2,5,0.003738982,64,70,28,19,59,56,45,64,62,63,70,62,54,61,58,62,64,68,54,47,68,62,62,58,49,56,63,64,74,60,19,56,42,10,9,16,8,15,60,60,60,63,62,62,62,63,64,64,64,63,63,63,63,63,57,56,56,56,57,55,52,52,52,55,0,0,0,3,3,1,400000
28,1.7272,64.9,64,73,73,0.015418502,0,1,2,3,5,0.031468514,583,71,28,12,58,64,48,69,69,74,42,53,53,71,92,93,91,74,93,68,43,75,32,68,60,34,73,64,67,70,37,37,39,10,12,10,9,7,69,69,69,74,73,73,73,74,73,73,73,73,66,66,66,73,61,55,55,55,61,58,47,47,47,58,8,12,0,1,3,0.333333333,4200000
33,1.8796,77.1,57,70,70,0.015418502,1,1,3,2,3,0.009945592,361,71,20,6,47,47,67,69,47,65,53,55,69,59,49,47,54,65,51,68,84,74,77,63,69,77,49,55,58,62,65,71,64,13,16,9,16,12,60,60,60,58,60,60,60,58,61,61,61,60,66,66,66,60,65,70,70,70,65,65,71,71,71,65,2,2,0,2,1,2,1000000
20,1.8288,77.1,118,55,72,0.004405286,1,1,2,2,5,0.002337489,81,70,21,34,44,53,55,58,39,52,37,60,55,54,66,69,56,47,55,56,62,77,63,50,59,51,52,48,40,46,48,54,53,9,8,10,7,6,56,56,56,55,55,55,55,55,55,55,55,56,56,56,56,56,57,56,56,56,57,57,56,56,56,57,4,11,10,1,3,0.333333333,190000
30,1.8542,78,116,65,65,0.002202643,0,1,2,2,5,0.002637809,51,65,7,17,51,48,60,61,22,62,58,61,57,65,71,73,64,64,63,75,67,73,75,60,73,69,40,46,47,55,63,64,62,7,10,13,16,11,60,60,60,60,60,60,60,60,59,59,59,61,61,61,61,61,66,66,66,66,66,66,67,67,67,66,6,0,0,3,1,3,400000
23,1.8288,78,55,67,74,0.026431718,1,1,3,2,5,0.023071754,348,68,9,15,34,22,51,66,24,43,27,40,58,62,47,49,54,59,59,50,61,72,79,29,84,64,27,60,47,55,66,70,65,14,9,12,12,9,46,46,46,47,48,48,48,47,52,52,52,51,59,59,59,51,61,68,68,68,61,62,68,68,68,62,2,5,0,2,1,2,925000
31,1.5494,69.9,6,68,68,0.011013216,1,1,3,2,5,0.004439728,154,71,28,32,68,28,68,62,32,57,34,42,60,63,58,68,62,61,58,45,85,73,73,30,75,70,54,51,47,56,75,72,72,14,9,14,12,15,54,54,54,57,55,55,55,57,57,57,57,60,61,61,61,60,69,69,69,69,69,70,72,72,72,70,2,2,5,2,1,2,600000
29,1.8796,78,144,70,71,0.013215859,1,1,1,1,5,0.014950923,677,70,28,25,24,11,14,22,20,11,18,19,17,25,29,30,29,65,39,19,58,30,65,14,32,13,12,11,23,51,15,14,19,71,69,66,69,70,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,1400000
34,1.8542,83.9,107,71,71,0.044052863,0,2,2,3,5,0.01294879,667,74,28,11,84,62,61,73,70,67,86,76,76,74,51,50,62,71,61,86,67,57,69,76,69,61,63,72,74,68,71,66,63,11,13,6,16,7,69,69,69,69,69,69,69,69,70,70,70,70,72,72,72,70,68,70,70,70,68,67,68,68,68,67,4,6,0,3,3,1,1400000
24,1.9304,79.8,118,63,70,0,1,1,3,1,5,0.003593827,203,65,28,1,14,13,12,33,13,21,12,12,25,34,43,46,63,55,43,22,74,28,72,16,37,15,14,43,41,43,12,11,16,65,60,61,61,64,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,375000
33,1.8288,78.9,57,65,65,0.00660793,1,1,3,2,5,0.002737916,185,69,21,16,66,62,60,64,58,62,60,55,56,65,65,70,72,63,68,71,84,68,73,59,70,22,62,59,49,68,28,31,31,7,7,16,11,7,66,66,66,65,65,65,65,65,64,64,64,65,60,60,60,65,53,51,51,51,53,50,48,48,48,50,14,11,0,2,2,1,350000
30,1.524,78.9,44,66,66,0.004405286,1,1,3,3,5,0.00409436,107,64,17,10,65,66,60,63,52,67,58,47,56,64,78,78,75,66,68,71,71,78,83,69,69,60,66,54,60,50,59,59,58,11,12,12,6,11,69,69,69,68,68,68,68,68,66,66,66,68,64,64,64,68,67,64,64,64,67,66,65,65,65,66,10,11,14,1,3,0.333333333,475000
26,1.5494,74.8,108,66,69,0.002202643,1,1,3,2,3,0.005440794,554,65,24,10,52,69,63,53,49,62,58,32,43,60,72,75,58,62,64,67,68,66,61,59,50,18,69,54,66,62,22,21,20,12,13,11,7,8,66,66,66,64,65,65,65,64,62,62,62,62,55,55,55,62,47,43,43,43,47,45,40,40,40,45,14,0,0,1,3,0.333333333,825000
26,1.5494,72.1,57,66,67,0.004405286,1,1,3,3,3,0.005941328,257,65,23,7,68,44,40,65,53,67,68,47,51,60,86,83,77,63,77,65,78,86,63,52,70,59,52,56,49,56,41,60,57,8,13,8,10,7,59,59,59,65,62,62,62,65,63,63,63,66,62,62,62,66,67,62,62,62,67,65,59,59,59,65,11,13,10,1,1,1,775000
22,1.5494,74.8,28,57,65,0.002202643,1,1,4,2,5,0.001701812,562,67,21,39,46,40,40,62,44,50,45,43,58,56,67,65,63,55,65,49,59,65,70,38,44,40,55,60,44,60,45,51,41,11,13,10,12,11,53,53,53,55,55,55,55,55,57,57,57,57,57,57,57,57,54,55,55,55,54,53,51,51,51,53,4,3,0,2,2,1,150000
27,1.8542,83,44,64,64,0.004405286,1,1,3,2,7,0.004314595,221,63,28,12,31,62,68,61,53,54,41,39,43,61,67,69,68,58,73,65,78,79,83,55,72,26,63,48,66,60,33,25,22,6,10,12,10,13,65,65,65,59,61,61,61,59,59,59,59,58,55,55,55,58,48,49,49,49,48,46,48,48,48,46,14,0,0,1,3,0.333333333,500000
26,1.5494,73.9,128,68,68,0.002202643,1,1,3,3,5,0.007442927,132,67,23,20,64,54,54,68,58,65,67,62,64,66,76,86,93,65,80,68,57,75,71,60,43,49,61,63,60,71,50,47,48,8,13,10,5,9,65,65,65,68,66,66,66,68,67,67,67,68,65,65,65,68,63,60,60,60,63,62,56,56,56,62,11,5,7,3,2,1.5,975000
31,1.5494,77.1,44,71,71,0.017621145,1,1,3,2,5,0.016452522,477,70,28,5,40,21,68,42,35,26,25,21,41,44,50,57,60,63,67,55,91,66,80,27,85,70,29,34,16,57,74,71,68,14,8,7,12,10,45,45,45,40,41,41,41,40,40,40,40,42,46,46,46,42,59,61,61,61,59,62,71,71,71,62,1,10,0,3,1,3,1800000
28,1.524,68.9,84,64,64,0.002202643,0,1,3,2,3,0.002908097,186,64,28,20,52,60,56,67,46,63,47,64,63,57,57,79,76,57,79,59,77,74,58,56,54,65,67,67,57,54,57,44,46,12,8,16,9,9,62,62,62,64,64,64,64,64,65,65,65,64,64,64,64,64,61,61,61,61,61,60,58,58,58,60,4,0,0,3,3,1,475000
20,1.8542,78,125,67,79,0.002202643,1,1,4,3,5,0.011947724,181,70,21,9,47,71,68,62,68,66,66,61,39,68,63,69,61,58,60,63,64,58,73,68,31,18,62,61,68,65,19,15,16,7,9,12,14,9,68,68,68,65,66,66,66,65,65,65,65,63,57,57,57,63,45,42,42,42,45,42,39,39,39,42,14,0,0,1,3,0.333333333,1300000
25,1.8288,78,53,61,65,0,0,1,3,2,7,0.002402559,137,65,28,3,58,48,62,57,38,57,35,34,53,52,88,89,71,47,64,42,57,64,69,44,57,51,44,42,41,41,50,62,56,14,8,13,15,11,56,56,56,58,55,55,55,58,55,55,55,59,53,53,53,59,60,56,56,56,60,61,59,59,59,61,6,0,0,3,3,1,270000
21,1.7526,73,84,53,64,0,1,1,3,2,5,0.000660704,328,65,21,40,43,56,43,56,44,59,58,56,52,58,62,58,53,52,70,55,55,50,52,57,53,39,51,48,43,47,47,35,42,12,14,10,9,12,55,55,55,56,57,57,57,56,56,56,56,56,54,54,54,56,50,50,50,50,50,49,47,47,47,49,4,0,0,3,3,1,100000
23,1.7272,64,131,68,77,0.004405286,1,1,3,3,5,0.010446125,222,68,17,2,74,30,53,65,31,67,68,68,36,66,72,74,64,63,69,40,60,73,46,32,62,64,64,54,45,60,63,65,66,7,9,9,13,8,55,55,55,63,60,60,60,63,60,60,60,65,60,60,60,65,69,62,62,62,69,68,63,63,63,68,10,11,0,1,3,0.333333333,1200000
26,1.8542,77.1,84,63,64,0.002202643,1,1,3,2,5,0.002257404,248,67,18,40,36,31,67,50,26,43,23,28,48,57,71,66,62,59,58,35,66,64,70,29,68,59,36,37,31,63,55,65,63,15,9,9,10,13,49,49,49,49,48,48,48,49,48,48,48,50,51,51,51,50,58,59,59,59,58,60,64,64,64,60,1,0,0,2,1,2,350000
24,1.8542,76.2,9,61,66,0,1,1,3,2,3,0.002147287,608,62,10,5,35,32,58,58,30,55,39,35,50,59,69,64,45,62,65,35,58,72,72,34,64,58,39,50,43,64,61,61,59,14,9,8,14,6,50,50,50,52,52,52,52,52,54,54,54,55,56,56,56,55,60,61,61,61,60,61,63,63,63,61,2,5,0,3,3,1,290000
33,1.8288,73.9,79,67,67,0.00660793,1,1,3,2,5,0.002752932,549,67,18,4,47,32,67,53,42,38,54,46,48,50,56,55,69,66,60,47,86,52,71,33,63,68,27,48,44,60,68,64,67,9,8,8,16,16,48,48,48,47,46,46,46,47,48,48,48,49,51,51,51,49,59,61,61,61,59,62,67,67,67,62,1,0,0,2,3,0.666666667,450000
31,1.9304,88,144,71,71,0.017621145,1,1,3,2,5,0.017453588,41,72,2,6,40,47,80,68,49,57,22,66,63,64,52,53,54,72,45,83,48,69,90,75,72,74,48,59,36,54,74,74,70,6,13,8,14,12,65,65,65,58,62,62,62,58,62,62,62,59,66,66,66,59,66,72,72,72,66,68,75,75,75,68,2,5,0,3,1,3,1800000
21,1.524,73,6,58,68,0,1,1,2,2,5,0.00167178,546,67,21,29,36,60,52,58,46,55,49,41,34,57,60,63,58,58,65,54,61,58,53,57,30,19,59,48,55,60,16,15,18,13,5,11,10,12,58,58,58,57,58,58,58,57,57,57,57,55,51,51,51,55,42,39,39,39,42,39,34,34,34,39,14,0,0,1,3,0.333333333,210000
25,1.5494,73.9,44,68,71,0.008810573,1,1,5,2,5,0.010946658,564,71,28,7,52,58,52,70,48,59,67,54,73,68,66,65,68,62,57,66,58,78,68,64,73,69,54,67,46,67,68,68,66,14,6,6,9,8,62,62,62,64,64,64,64,64,66,66,66,65,69,69,69,65,68,71,71,71,68,67,68,68,68,67,4,0,0,3,1,3,1100000
29,1.8288,67.1,117,71,71,0.013215859,0,1,3,3,3,0.01945572,163,71,28,17,73,50,60,71,30,70,75,71,65,71,74,65,68,69,63,74,75,80,60,67,80,69,68,62,65,62,66,71,71,15,7,6,15,11,66,66,66,69,68,68,68,69,69,69,69,70,70,70,70,70,73,71,71,71,73,72,70,70,70,72,6,0,0,1,3,0.333333333,1900000
22,1.7018,60.8,96,70,77,0.024229075,0,1,3,2,3,0.020456786,160,71,20,12,55,33,58,76,46,59,47,44,71,73,69,69,70,61,86,58,64,70,65,48,69,68,55,62,53,58,67,69,70,10,9,8,8,14,58,58,58,62,62,62,62,62,65,65,65,65,68,68,68,65,69,71,71,71,69,69,69,69,69,69,2,0,0,3,3,1,2100000
36,1.8288,78.9,39,64,64,0.004405286,1,1,3,2,5,0.001126199,20,66,28,21,56,63,61,65,45,60,65,62,64,63,52,60,61,67,69,69,66,61,72,64,67,46,67,65,62,66,55,56,54,11,11,11,10,14,65,65,65,63,65,65,65,63,65,65,65,63,64,64,64,63,59,61,61,61,59,59,60,60,60,59,4,1,7,1,3,0.333333333,190000
24,1.8542,78.9,31,68,72,0.011013216,0,1,3,1,5,0.008443993,591,72,5,30,10,9,15,31,13,12,14,13,21,22,43,57,39,68,54,21,57,28,65,10,26,18,11,14,15,53,12,14,12,70,65,62,63,73,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,825000
19,1.5494,74.8,131,64,80,0.004405286,1,1,3,3,3,0.012448257,286,77,28,34,56,55,39,60,48,67,54,48,55,66,78,76,60,63,65,51,44,53,45,53,37,27,57,59,52,62,43,45,44,7,12,13,9,10,59,59,59,64,63,63,63,64,63,63,63,64,59,59,59,64,55,51,51,51,55,53,46,46,46,53,7,0,0,3,3,1,925000
29,1.8796,87.1,44,65,65,0.011013216,1,1,2,2,7,0.004755064,381,65,27,29,46,63,61,48,56,56,51,34,46,55,71,80,62,65,61,64,71,75,92,52,70,29,66,56,70,58,37,33,31,12,15,6,14,16,65,65,65,60,62,62,62,60,59,59,59,60,55,55,55,60,51,50,50,50,51,50,51,51,51,50,14,0,0,3,2,1.5,550000
35,1.8796,84.8,18,71,71,0.013215859,0,1,1,1,5,0.008944526,64,70,28,12,9,7,8,19,11,8,12,13,13,21,33,35,38,71,49,21,66,35,77,9,36,26,20,61,13,62,21,9,8,77,61,62,64,77,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,950000
27,1.5494,77.1,85,64,65,0,1,1,3,3,3,0.003583817,364,64,27,11,53,60,64,57,56,66,54,42,43,63,80,81,76,58,64,70,81,74,63,56,88,48,59,56,70,57,29,39,36,12,9,11,7,10,65,65,65,64,64,64,64,64,62,62,62,64,58,58,58,64,56,54,54,54,56,55,53,53,53,55,14,0,0,1,3,0.333333333,550000
24,1.8796,83,123,66,72,0.004405286,1,1,3,2,5,0.007442927,465,66,17,2,64,45,62,60,13,62,56,29,59,61,80,79,63,56,58,65,75,82,79,40,72,59,56,58,44,53,54,66,63,8,6,7,11,7,60,60,60,62,61,61,61,62,60,60,60,64,61,61,61,64,66,64,64,64,66,66,65,65,65,66,10,0,0,1,3,0.333333333,750000
28,1.6764,68,79,68,68,0.00660793,0,1,4,3,5,0.005941328,360,70,7,2,63,49,50,57,54,70,67,54,52,69,89,86,88,68,77,68,82,78,59,61,57,57,64,58,49,60,58,61,64,11,7,7,7,7,64,64,64,69,67,67,67,69,66,66,66,68,63,63,63,68,68,62,62,62,68,67,62,62,62,67,7,6,10,1,3,0.333333333,950000
19,1.8796,79.8,116,55,70,0,1,1,2,1,5,0.001516615,672,65,21,74,11,9,13,29,5,5,14,11,24,18,33,15,33,35,33,23,58,16,50,6,26,7,4,26,15,47,8,12,13,60,55,49,52,62,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,160000
32,1.7526,71.2,84,70,70,0.00660793,1,1,3,3,5,0.008443993,340,67,19,7,67,64,50,73,62,65,68,68,71,69,55,60,65,68,73,71,67,60,65,71,61,65,71,73,54,67,68,57,54,8,11,13,10,15,67,67,67,68,69,69,69,68,70,70,70,68,70,70,70,68,65,67,67,67,65,64,63,63,63,64,4,1,0,3,3,1,1300000
27,1.5494,73,13,69,70,0.015418502,1,1,3,3,5,0.009945592,351,69,12,9,56,69,72,65,62,71,53,53,44,70,68,67,70,66,70,63,66,66,72,58,49,26,72,65,58,59,23,18,16,11,14,13,15,6,70,70,70,69,70,70,70,69,68,68,68,67,61,61,61,67,50,47,47,47,50,47,43,43,43,47,14,11,7,3,3,1,1300000
